date,region,category,units,unit_price,revenue
2025-05-29,AMER,Data Engineering,1,159.75,159.75
2025-05-29,EMEA,Data Engineering,3,113.6,340.81
2025-05-29,AMER,Data Engineering,9,154.48,1390.28
2025-05-29,EMEA,Analytics,5,147.52,737.62
2025-05-29,AMER,Data Engineering,16,66.37,1061.9
2025-05-29,EMEA,AI,5,121.76,608.81
2025-05-29,APAC,Analytics,18,152.01,2736.16
2025-05-30,AMER,AI,5,186.2,931.01
2025-05-30,AMER,Data Engineering,6,120.51,723.09
2025-05-30,APAC,AI,14,120.69,1689.59
2025-05-30,APAC,Data Engineering,7,125.83,880.82
2025-05-30,EMEA,Data Engineering,8,129.47,1035.74
2025-05-30,EMEA,Analytics,17,163.65,2782.08
2025-05-30,AMER,AI,11,46.6,512.55
2025-05-30,APAC,Data Engineering,18,142.66,2567.84
2025-05-30,AMER,AI,8,85.75,685.97
2025-05-30,EMEA,Analytics,12,88.06,1056.68
2025-05-30,AMER,Analytics,4,156.73,626.92
2025-05-31,EMEA,Analytics,9,103.53,931.81
2025-05-31,APAC,Data Engineering,10,130.91,1309.11
2025-05-31,EMEA,Analytics,16,117.15,1874.34
2025-05-31,APAC,AI,10,96.29,962.91
2025-05-31,APAC,AI,6,146.77,880.61
2025-05-31,AMER,Data Engineering,13,128.78,1674.13
2025-05-31,EMEA,AI,4,94.34,377.38
2025-05-31,AMER,Analytics,11,190.19,2092.14
2025-06-01,APAC,Data Engineering,6,151.97,911.83
2025-06-01,EMEA,AI,3,80.3,240.91
2025-06-01,AMER,Data Engineering,1,150.6,150.6
2025-06-01,AMER,Analytics,3,151.35,454.05
2025-06-01,AMER,Data Engineering,6,125.04,750.24
2025-06-01,AMER,Analytics,14,116.11,1625.53
2025-06-01,EMEA,AI,1,152.09,152.09
2025-06-01,AMER,Data Engineering,3,105.77,317.31
2025-06-01,APAC,AI,2,114.88,229.76
2025-06-01,EMEA,AI,10,120.14,1201.37
2025-06-01,APAC,Data Engineering,1,113.99,113.99
2025-06-01,EMEA,Data Engineering,2,120.12,240.24
2025-06-01,EMEA,Data Engineering,5,121.28,606.4
2025-06-02,APAC,Analytics,18,117.19,2109.41
2025-06-02,EMEA,Analytics,17,73.1,1242.65
2025-06-02,AMER,Analytics,10,134.23,1342.32
2025-06-02,APAC,Analytics,19,159.03,3021.61
2025-06-02,AMER,Data Engineering,6,119.4,716.42
2025-06-02,APAC,Analytics,5,105.98,529.92
2025-06-02,AMER,AI,11,126.62,1392.84
2025-06-02,AMER,AI,2,138.91,277.83
2025-06-02,AMER,Analytics,11,128.94,1418.29
2025-06-02,EMEA,Analytics,15,89.07,1336.12
2025-06-02,EMEA,AI,8,132.5,1060.01
2025-06-02,APAC,AI,14,113.4,1587.59
2025-06-03,EMEA,AI,18,97.22,1750.03
2025-06-03,AMER,Data Engineering,6,127.97,767.79
2025-06-03,EMEA,Analytics,6,173.93,1043.59
2025-06-03,APAC,AI,13,138.97,1806.56
2025-06-03,EMEA,AI,2,148.75,297.5
2025-06-03,EMEA,Data Engineering,5,107.32,536.58
2025-06-03,EMEA,Analytics,14,129.91,1818.78
2025-06-03,APAC,AI,4,59.28,237.11
2025-06-03,EMEA,AI,13,160.05,2080.61
2025-06-03,EMEA,Data Engineering,6,94.55,567.28
2025-06-03,APAC,Analytics,10,141.77,1417.7
2025-06-03,APAC,Analytics,6,148.82,892.92
2025-06-04,AMER,AI,14,128.78,1802.97
2025-06-04,EMEA,Data Engineering,15,101.48,1522.2
2025-06-04,APAC,AI,5,151.01,755.05
2025-06-04,AMER,Analytics,15,180.54,2708.13
2025-06-04,APAC,Data Engineering,5,136.38,681.89
2025-06-04,APAC,Analytics,12,136.04,1632.54
2025-06-04,APAC,AI,4,141.95,567.79
2025-06-04,EMEA,Analytics,5,132.77,663.86
2025-06-04,EMEA,Analytics,10,79.64,796.44
2025-06-05,APAC,Analytics,11,100.35,1103.87
2025-06-05,EMEA,Analytics,2,172.2,344.4
2025-06-05,APAC,Analytics,7,143.1,1001.71
2025-06-05,EMEA,AI,14,144.33,2020.64
2025-06-05,AMER,Data Engineering,10,130.46,1304.63
2025-06-05,APAC,Data Engineering,7,167.13,1169.93
2025-06-05,APAC,Data Engineering,10,95.23,952.33
2025-06-05,APAC,Analytics,19,137.39,2610.35
2025-06-05,EMEA,AI,14,147.7,2067.79
2025-06-05,EMEA,AI,4,115.65,462.59
2025-06-05,APAC,AI,7,172.98,1210.83
2025-06-06,APAC,Data Engineering,19,132.91,2525.2
2025-06-06,APAC,Analytics,1,130.21,130.21
2025-06-06,APAC,AI,17,75.47,1282.99
2025-06-06,APAC,Data Engineering,11,115.98,1275.76
2025-06-06,EMEA,AI,12,130.4,1564.75
2025-06-06,APAC,Analytics,9,121.32,1091.89
2025-06-06,AMER,AI,14,154.97,2169.64
2025-06-06,AMER,Data Engineering,10,143.25,1432.5
2025-06-06,AMER,AI,10,81.57,815.74
2025-06-06,EMEA,AI,14,150.44,2106.22
2025-06-06,APAC,Data Engineering,8,121.47,971.78
2025-06-06,AMER,AI,15,145.69,2185.32
2025-06-07,APAC,Data Engineering,8,57.8,462.41
2025-06-07,EMEA,Analytics,19,78.35,1488.7
2025-06-07,EMEA,AI,1,117.63,117.63
2025-06-07,EMEA,Data Engineering,3,141.71,425.12
2025-06-07,APAC,Analytics,8,82.69,661.49
2025-06-07,APAC,Data Engineering,10,49.44,494.37
2025-06-07,APAC,Data Engineering,9,134.5,1210.51
2025-06-07,EMEA,Data Engineering,11,120.07,1320.72
2025-06-07,EMEA,Analytics,3,93.02,279.06
2025-06-07,APAC,AI,14,127.58,1786.05
2025-06-07,EMEA,Data Engineering,16,109.7,1755.21
2025-06-07,APAC,Analytics,3,131.88,395.63
2025-06-07,AMER,AI,2,126.9,253.81
2025-06-08,AMER,Analytics,5,147.09,735.45
2025-06-08,AMER,Analytics,8,121.49,971.91
2025-06-08,APAC,Data Engineering,3,91.92,275.76
2025-06-08,EMEA,AI,1,72.21,72.21
2025-06-08,EMEA,Analytics,19,132.66,2520.52
2025-06-08,EMEA,Analytics,4,109.22,436.87
2025-06-08,EMEA,Data Engineering,16,138.77,2220.31
2025-06-08,APAC,Analytics,4,109.4,437.62
2025-06-08,EMEA,AI,16,125.12,2001.94
2025-06-08,EMEA,AI,17,59.62,1013.53
2025-06-08,AMER,AI,14,93.69,1311.73
2025-06-08,EMEA,Analytics,16,136.98,2191.68
2025-06-09,EMEA,Analytics,3,142.82,428.47
2025-06-09,EMEA,Analytics,19,124.2,2359.77
2025-06-09,EMEA,Analytics,4,108.46,433.82
2025-06-09,AMER,Analytics,15,115.71,1735.61
2025-06-09,APAC,Data Engineering,16,105.46,1687.38
2025-06-09,APAC,Data Engineering,1,89.34,89.34
2025-06-09,EMEA,Data Engineering,3,102.82,308.46
2025-06-09,APAC,Analytics,14,143.86,2013.97
2025-06-09,AMER,Data Engineering,13,62.48,812.29
2025-06-09,EMEA,Data Engineering,19,96.49,1833.37
2025-06-10,EMEA,Analytics,4,83.87,335.47
2025-06-10,AMER,Analytics,17,86.65,1473.13
2025-06-10,EMEA,AI,9,85.46,769.15
2025-06-10,APAC,Analytics,11,125.86,1384.5
2025-06-10,EMEA,AI,19,98.66,1874.52
2025-06-10,EMEA,AI,2,104.88,209.75
2025-06-10,APAC,Analytics,17,128.22,2179.74
2025-06-10,AMER,Data Engineering,19,102.35,1944.71
2025-06-10,APAC,Analytics,1,100.27,100.27
2025-06-10,APAC,AI,4,86.83,347.33
2025-06-10,APAC,Data Engineering,18,115.1,2071.88
2025-06-10,AMER,Analytics,5,157.71,788.56
2025-06-10,AMER,Data Engineering,7,119.12,833.81
2025-06-11,EMEA,Analytics,12,112.61,1351.27
2025-06-11,EMEA,Analytics,2,105.51,211.02
2025-06-11,AMER,AI,15,101.28,1519.19
2025-06-11,AMER,AI,13,88.34,1148.45
2025-06-11,EMEA,AI,10,87.07,870.74
2025-06-11,AMER,AI,17,105.05,1785.91
2025-06-11,AMER,Analytics,9,121.85,1096.61
2025-06-11,APAC,Data Engineering,3,104.54,313.62
2025-06-11,APAC,Analytics,12,124.22,1490.61
2025-06-12,EMEA,Data Engineering,1,124.5,124.5
2025-06-12,AMER,Data Engineering,1,141.72,141.72
2025-06-12,APAC,Analytics,13,128.51,1670.6
2025-06-12,AMER,AI,1,130.3,130.3
2025-06-12,APAC,Data Engineering,6,107.23,643.36
2025-06-12,EMEA,Analytics,12,116.97,1403.66
2025-06-12,EMEA,Analytics,4,107.52,430.07
2025-06-12,EMEA,Data Engineering,5,92.19,460.96
2025-06-12,AMER,AI,15,112.36,1685.37
2025-06-13,APAC,Data Engineering,12,113.83,1366.0
2025-06-13,AMER,AI,10,163.21,1632.14
2025-06-13,AMER,AI,9,89.57,806.16
2025-06-13,APAC,AI,1,120.32,120.32
2025-06-13,APAC,AI,19,118.22,2246.27
2025-06-13,APAC,Data Engineering,16,128.03,2048.48
2025-06-13,APAC,Data Engineering,8,68.94,551.49
2025-06-13,AMER,AI,11,71.16,782.71
2025-06-13,EMEA,Analytics,2,130.58,261.15
2025-06-13,APAC,AI,13,126.55,1645.11
2025-06-14,EMEA,Analytics,18,76.46,1376.34
2025-06-14,AMER,Analytics,3,78.41,235.23
2025-06-14,AMER,Analytics,11,158.3,1741.26
2025-06-14,AMER,AI,8,100.17,801.36
2025-06-14,EMEA,Analytics,8,138.22,1105.74
2025-06-14,AMER,Data Engineering,15,154.01,2310.18
2025-06-14,AMER,Analytics,6,128.27,769.63
2025-06-14,AMER,Analytics,3,85.1,255.3
2025-06-14,APAC,AI,4,124.6,498.41
2025-06-14,APAC,Analytics,5,89.35,446.75
2025-06-14,AMER,Data Engineering,16,126.78,2028.41
2025-06-14,APAC,Analytics,7,72.78,509.48
2025-06-14,AMER,Analytics,2,114.45,228.89
2025-06-15,APAC,Data Engineering,4,142.54,570.17
2025-06-15,AMER,AI,12,104.37,1252.45
2025-06-15,APAC,Analytics,9,103.77,933.92
2025-06-15,AMER,Analytics,14,141.98,1987.7
2025-06-15,APAC,AI,1,140.9,140.9
2025-06-15,AMER,Data Engineering,13,115.55,1502.11
2025-06-15,APAC,AI,5,141.11,705.54
2025-06-15,AMER,Analytics,5,98.25,491.24
2025-06-15,APAC,Analytics,9,133.89,1204.97
2025-06-15,APAC,Data Engineering,1,82.04,82.04
2025-06-15,EMEA,Data Engineering,12,134.73,1616.81
2025-06-16,AMER,Data Engineering,14,108.28,1515.89
2025-06-16,AMER,Analytics,17,153.06,2602.05
2025-06-16,APAC,AI,7,134.01,938.05
2025-06-16,APAC,Data Engineering,10,130.46,1304.59
2025-06-16,APAC,AI,2,101.0,201.99
2025-06-16,EMEA,AI,5,75.99,379.95
2025-06-16,APAC,Analytics,4,116.65,466.61
2025-06-16,EMEA,Data Engineering,11,118.84,1307.28
2025-06-17,APAC,Analytics,9,142.2,1279.81
2025-06-17,APAC,Data Engineering,17,115.34,1960.85
2025-06-17,AMER,Analytics,7,130.73,915.11
2025-06-17,EMEA,Data Engineering,13,170.97,2222.58
2025-06-17,APAC,Data Engineering,12,95.63,1147.56
2025-06-17,AMER,AI,6,179.84,1079.03
2025-06-17,EMEA,Data Engineering,19,175.51,3334.63
2025-06-17,EMEA,Data Engineering,18,126.96,2285.29
2025-06-17,APAC,Data Engineering,18,127.85,2301.39
2025-06-17,APAC,Data Engineering,2,135.95,271.89
2025-06-18,EMEA,Data Engineering,16,110.09,1761.41
2025-06-18,AMER,Data Engineering,18,93.62,1685.13
2025-06-18,EMEA,Analytics,14,119.56,1673.86
2025-06-18,EMEA,AI,13,149.91,1948.77
2025-06-18,AMER,AI,7,102.01,714.04
2025-06-18,AMER,Data Engineering,3,86.02,258.06
2025-06-18,EMEA,Data Engineering,15,190.16,2852.47
2025-06-18,APAC,Data Engineering,5,73.07,365.37
2025-06-18,EMEA,AI,17,82.74,1406.52
2025-06-18,AMER,Data Engineering,19,119.38,2268.21
2025-06-19,APAC,AI,14,72.59,1016.29
2025-06-19,EMEA,AI,11,76.74,844.17
2025-06-19,EMEA,Data Engineering,18,97.05,1746.87
2025-06-19,EMEA,AI,15,148.54,2228.16
2025-06-19,AMER,Analytics,15,118.93,1783.95
2025-06-19,APAC,Data Engineering,7,62.86,439.99
2025-06-19,APAC,AI,15,81.24,1218.64
2025-06-19,AMER,AI,12,106.61,1279.33
2025-06-19,APAC,Data Engineering,12,48.46,581.52
2025-06-19,EMEA,AI,11,176.98,1946.78
2025-06-20,EMEA,Analytics,19,121.28,2304.39
2025-06-20,EMEA,Analytics,17,139.58,2372.89
2025-06-20,AMER,AI,7,96.29,674.0
2025-06-20,APAC,Data Engineering,16,65.73,1051.63
2025-06-20,AMER,Analytics,18,166.78,3002.01
2025-06-20,APAC,Analytics,9,173.18,1558.62
2025-06-20,EMEA,AI,12,93.93,1127.12
2025-06-20,APAC,Data Engineering,1,107.01,107.01
2025-06-20,AMER,AI,3,128.19,384.56
2025-06-20,APAC,Analytics,9,163.25,1469.29
2025-06-20,APAC,Data Engineering,15,113.42,1701.36
2025-06-21,AMER,AI,13,147.93,1923.06
2025-06-21,APAC,Data Engineering,6,130.06,780.33
2025-06-21,AMER,AI,7,121.42,849.96
2025-06-21,APAC,AI,12,100.11,1201.3
2025-06-21,AMER,AI,6,42.17,253.05
2025-06-21,AMER,Data Engineering,19,126.26,2399.03
2025-06-21,AMER,AI,2,128.83,257.65
2025-06-21,EMEA,Analytics,19,134.1,2547.86
2025-06-22,APAC,Analytics,14,145.75,2040.45
2025-06-22,APAC,Analytics,2,105.56,211.13
2025-06-22,APAC,AI,9,59.52,535.64
2025-06-22,AMER,AI,8,119.68,957.47
2025-06-22,EMEA,Analytics,14,109.6,1534.35
2025-06-22,AMER,Analytics,11,169.97,1869.68
2025-06-22,EMEA,AI,17,156.67,2663.47
2025-06-22,AMER,AI,6,138.91,833.45
2025-06-22,AMER,AI,3,120.72,362.17
2025-06-23,APAC,Analytics,18,101.08,1819.46
2025-06-23,EMEA,Data Engineering,4,117.57,470.26
2025-06-23,APAC,Data Engineering,4,170.42,681.66
2025-06-23,EMEA,Data Engineering,8,104.94,839.54
2025-06-23,EMEA,Analytics,7,135.59,949.14
2025-06-23,APAC,Analytics,9,109.69,987.17
2025-06-23,APAC,Data Engineering,6,126.9,761.41
2025-06-23,AMER,Analytics,9,68.2,613.82
2025-06-23,AMER,Analytics,14,104.79,1467.1
2025-06-23,EMEA,AI,16,46.83,749.24
2025-06-23,AMER,Data Engineering,7,158.74,1111.19
2025-06-24,EMEA,Analytics,1,85.39,85.39
2025-06-24,AMER,Data Engineering,2,106.11,212.22
2025-06-24,EMEA,AI,4,153.64,614.56
2025-06-24,EMEA,Analytics,19,135.05,2566.04
2025-06-24,APAC,Data Engineering,12,113.48,1361.73
2025-06-24,APAC,Analytics,9,131.32,1181.86
2025-06-24,EMEA,AI,14,103.37,1447.12
2025-06-24,EMEA,Data Engineering,2,146.57,293.14
2025-06-24,AMER,Analytics,3,72.32,216.95
2025-06-25,EMEA,AI,8,105.87,846.98
2025-06-25,AMER,Data Engineering,7,160.48,1123.39
2025-06-25,EMEA,Analytics,10,141.85,1418.47
2025-06-25,APAC,AI,7,78.26,547.85
2025-06-25,AMER,Analytics,7,85.56,598.9
2025-06-25,EMEA,Data Engineering,1,88.36,88.36
2025-06-25,EMEA,Analytics,10,140.98,1409.76
2025-06-25,APAC,Data Engineering,5,78.53,392.64
2025-06-25,AMER,Data Engineering,1,164.77,164.77
2025-06-25,APAC,AI,6,99.29,595.77
2025-06-26,APAC,Data Engineering,7,149.06,1043.42
2025-06-26,EMEA,Data Engineering,9,137.31,1235.8
2025-06-26,APAC,AI,3,128.45,385.34
2025-06-26,EMEA,Analytics,8,151.18,1209.4
2025-06-26,EMEA,Data Engineering,15,113.2,1698.04
2025-06-26,AMER,AI,12,121.24,1454.93
2025-06-26,APAC,Data Engineering,9,150.47,1354.19
2025-06-26,AMER,AI,3,129.38,388.14
2025-06-26,EMEA,AI,17,164.95,2804.14
2025-06-26,APAC,AI,18,150.73,2713.08
2025-06-26,APAC,Analytics,8,101.9,815.23
2025-06-27,APAC,AI,18,131.93,2374.77
2025-06-27,AMER,Data Engineering,10,126.61,1266.13
2025-06-27,AMER,Data Engineering,17,129.46,2200.79
2025-06-27,APAC,AI,13,162.98,2118.72
2025-06-27,APAC,AI,5,104.67,523.35
2025-06-27,AMER,AI,11,172.43,1896.74
2025-06-27,AMER,Analytics,7,105.78,740.47
2025-06-27,EMEA,Data Engineering,4,93.39,373.57
2025-06-27,AMER,Data Engineering,8,109.58,876.66
2025-06-27,EMEA,Data Engineering,18,114.58,2062.37
2025-06-27,APAC,Analytics,15,150.43,2256.44
2025-06-28,AMER,Analytics,8,125.18,1001.42
2025-06-28,APAC,AI,8,79.65,637.21
2025-06-28,AMER,Data Engineering,16,97.96,1567.36
2025-06-28,AMER,AI,15,142.65,2139.75
2025-06-28,AMER,Data Engineering,18,84.94,1528.9
2025-06-28,APAC,Data Engineering,5,60.47,302.37
2025-06-28,EMEA,Data Engineering,18,138.42,2491.55
2025-06-28,AMER,Data Engineering,8,80.66,645.25
2025-06-28,AMER,AI,9,135.74,1221.62
2025-06-29,APAC,Analytics,2,76.64,153.28
2025-06-29,APAC,Data Engineering,11,132.35,1455.84
2025-06-29,EMEA,AI,2,86.11,172.23
2025-06-29,AMER,Data Engineering,11,83.45,918.0
2025-06-29,EMEA,Analytics,15,54.04,810.54
2025-06-29,AMER,Data Engineering,16,145.71,2331.38
2025-06-29,APAC,Data Engineering,10,95.36,953.56
2025-06-29,APAC,Analytics,15,102.35,1535.28
2025-06-29,AMER,Data Engineering,9,124.57,1121.14
